Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,09/11/2017,"PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77",-4.99,ACH_DEBIT,23.93,,
DEBIT,09/11/2017,"PAYPAL           INST XFER  NEKOKIN         WEB ID: PAYPALSI77",-87.00,ACH_DEBIT,28.92,,
DEBIT,09/11/2017,"Etsy.com - MimiPrints 718-8557955 NY         09/10",-35.55,DEBIT_CARD,115.92,,
DEBIT,09/11/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         09/09",-14.57,DEBIT_CARD,151.47,,
DEBIT,09/11/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         09/09",-10.70,DEBIT_CARD,166.04,,
DEBIT,09/11/2017,"ATM WITHDRAWAL                       003490  09/091336 CORN",-75.00,ATM,176.74,,
DEBIT,09/11/2017,"SHELL Service Station SEATTLE WA     074292  09/09",-40.03,DEBIT_CARD,251.74,,
DEBIT,09/11/2017,"DICK'S DRIVE-IN WALLING SEATTLE WA           09/09",-7.27,DEBIT_CARD,291.77,,
DEBIT,09/11/2017,"SQ *VASSILI PROD. LLC Seattle WA             09/09",-17.50,DEBIT_CARD,299.04,,
DEBIT,09/11/2017,"BOOMERS DRIVE IN BELLINGHAM WA               09/08",-12.96,DEBIT_CARD,316.54,,
CREDIT,09/11/2017,"VENMO            CASHOUT                    PPD ID: 5264681992",20.00,ACH_CREDIT,329.50,,
CREDIT,09/11/2017,"Online Transfer from SAV ...9660 transaction#: 6506928789",75.00,ACCT_XFER,309.50,,
CREDIT,09/11/2017,"Online Transfer from SAV ...9660 transaction#: 6508034273",100.00,ACCT_XFER,234.50,,
DEBIT,09/08/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         09/08",-19.57,DEBIT_CARD,134.50,,
DEBIT,09/08/2017,"TACO TIME SAMISH BELLINGHAM WA               09/06",-17.46,DEBIT_CARD,154.07,,
DEBIT,09/06/2017,"WITHDRAWAL 09/06",-535.00,MISC_DEBIT,171.53,,
DEBIT,09/06/2017,"TRANSFER TO SAV XXXXX9660 09/06",-25.00,ACCT_XFER,706.53,,
DEBIT,09/06/2017,"EASY STREET RECORDS CAF SEATTLE WA           09/05",-27.12,DEBIT_CARD,731.53,,
DEBIT,09/06/2017,"BACCO/CHAN SEATTLE WA                        09/05",-42.38,DEBIT_CARD,758.65,,
DEBIT,09/05/2017,"PAYPAL           INST XFER  PATREON         WEB ID: PAYPALSI77",-2.00,ACH_DEBIT,801.03,,
DEBIT,09/05/2017,"350.ORG 646-801-0759 NY                      09/01",-10.00,DEBIT_CARD,803.03,,
DEBIT,09/05/2017,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-216.00,ACH_DEBIT,813.03,,
DEBIT,09/05/2017,"SHELL Service Station SEATTLE WA     091295  09/04",-46.53,DEBIT_CARD,1029.03,,
DEBIT,09/05/2017,"SQ *TINY'S ORGANIC, LLC Seattle WA           09/04",-10.00,DEBIT_CARD,1075.56,,
DEBIT,09/05/2017,"TOWN & COUNTRY 343 W BAINBRIDGE IS WA953406  09/03",-6.15,DEBIT_CARD,1085.56,,
DEBIT,09/01/2017,"Online Transfer to  SAV ...9660 transaction#: 6409507086",-50.00,ACCT_XFER,1091.71,,
DEBIT,09/01/2017,"RECYCLING AND DISPOSAL FERNDALE WA           08/31",-14.75,DEBIT_CARD,1141.71,,
DEBIT,09/01/2017,"MCDONALD'S F25879 BELLINGHAM WA              08/30",-6.94,DEBIT_CARD,1156.46,,
DEBIT,09/01/2017,"U-HAULBELLINGHAM COIN S BELLINGHAM WA        08/30",-69.54,DEBIT_CARD,1163.40,,
DEBIT,08/31/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         08/31",-24.73,DEBIT_CARD,1232.94,,
DEBIT,08/31/2017,"SHELL Service Station BELLINGHAM WA  783907  08/31",-2.54,DEBIT_CARD,1257.67,,
DEBIT,08/31/2017,"RECYCLING AND DISPOSAL FERNDALE WA           08/30",-14.75,DEBIT_CARD,1260.21,,
DEBIT,08/31/2017,"CASA QUE PASA BELLINGHAM WA                  08/30",-14.07,DEBIT_CARD,1274.96,,
DEBIT,08/31/2017,"FAIRHAVEN STORAGE BELLINHGAM WA              08/29",-80.00,DEBIT_CARD,1289.03,,
DEBIT,08/30/2017,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-9.43,ACH_DEBIT,1369.03,,
DEBIT,08/30/2017,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-22.46,ACH_DEBIT,1378.46,,
DEBIT,08/30/2017,"THE HOME DEPOT #4715 BELLINGHAM WA   401790  08/30",-3.85,DEBIT_CARD,1400.92,,
DEBIT,08/30/2017,"HAGGEN #3449 BELLINGHAM WA           100932  08/29",-5.47,DEBIT_CARD,1404.77,,
CREDIT,08/30/2017,"RAISER,LLC       EDI PAYMNT 339302657       CCD ID: 1800896455",9.80,ACH_CREDIT,1410.24,,
CREDIT,08/30/2017,"PAYPAL           TRANSFER                   PPD ID: PAYPALSD11",36.66,ACH_CREDIT,1400.44,,
CREDIT,08/30/2017,"Lyft.com         TRANSFER   Lyft 08-29 Wkly CCD ID: 1800948598",42.63,ACH_CREDIT,1363.78,,
DEBIT,08/29/2017,"THE HOME DEPOT #4715 BELLINGHAM WA   199329  08/29",-12.52,DEBIT_CARD,1321.15,,
DEBIT,08/29/2017,"WENDYS 9659 BELLINGHAM WA                    08/28",-8.36,DEBIT_CARD,1333.67,,
DEBIT,08/28/2017,"FRED MEYER FRED MEYER BELLINGHAM WA  725457  08/28",-2.50,DEBIT_CARD,1342.03,,
DEBIT,08/28/2017,"SHELL Service Station CUSTER WA      021347  08/26",-43.33,DEBIT_CARD,1344.53,,
DEBIT,08/28/2017,"FEDEX 787510430319 MEMPHIS TN                08/26",-23.50,DEBIT_CARD,1387.86,,
DEBIT,08/25/2017,"Dropbox*9S98DSB119QB db.tt/cchelp CA         08/24",-109.00,DEBIT_CARD,1411.36,,
DEBIT,08/25/2017,"CASA QUE PASA BELLINGHAM WA                  08/23",-12.67,DEBIT_CARD,1520.36,,
DEBIT,08/24/2017,"SUKHO THAI BELLEVUE WA                       08/22",-13.85,DEBIT_CARD,1533.03,,
CREDIT,08/23/2017,"Lyft.com         TRANSFER   Lyft 08-22 Wkly CCD ID: 1800948598",20.62,ACH_CREDIT,1546.88,,
CREDIT,08/23/2017,"RAISER,LLC       EDI PAYMNT 332715137       CCD ID: 1800896455",67.06,ACH_CREDIT,1526.26,,
CREDIT,08/23/2017,"KEY CR. TRANSFER ONLINE-BK  017234832356136 WEB ID: 9000000008",1150.00,ACH_CREDIT,1459.20,,
DEBIT,08/22/2017,"TIB-Pike St SEATTLE WA               605033  08/22",-13.87,DEBIT_CARD,309.20,,
DEBIT,08/22/2017,"SHELL Service Station CHEHALIS WA    030404  08/21",-32.77,DEBIT_CARD,323.07,,
DEBIT,08/21/2017,"CHEVRON 0305797 SISTERS OR                   08/20",-36.58,DEBIT_CARD,355.84,,
DEBIT,08/21/2017,"CAMP SHERMAN STORE 541-5956711 OR            08/19",-9.50,DEBIT_CARD,392.42,,
DEBIT,08/21/2017,"APL* ITUNES.COM/BILL 866-712-7753 CA         08/20",-2.16,DEBIT_CARD,401.92,,
DEBIT,08/18/2017,"PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77",-4.99,ACH_DEBIT,404.08,,
DEBIT,08/18/2017,"VENMO            PAYMENT    633743558       WEB ID: 3264681992",-50.00,ACH_DEBIT,409.07,,
DEBIT,08/18/2017,"TARGET T- 1555 N Tomah PORTLAND OR           08/18",-5.55,DEBIT_CARD,459.07,,
DEBIT,08/18/2017,"SHELL Service Station TUMWATER WA    024279  08/18",-39.04,DEBIT_CARD,464.62,,
DEBIT,08/16/2017,"PAYPAL           INST XFER  BLIZZARDENT     WEB ID: PAYPALSI77",-16.50,ACH_DEBIT,503.66,,
CREDIT,08/16/2017,"Lyft.com         TRANSFER   Lyft 08-15 Wkly CCD ID: 1800948598",39.76,ACH_CREDIT,520.16,,
CREDIT,08/16/2017,"RAISER,LLC       EDI PAYMNT 326388681       CCD ID: 1800896455",320.92,ACH_CREDIT,480.40,,
DEBIT,08/15/2017,"FRED MEYE FRED MEYER 6 BELLINGHAM WA         08/15 Purchase $78.66 Cash Back $20.00",-98.66,DEBIT_CARD,159.48,,
DEBIT,08/15/2017,"FRED MEYE FRED MEYER 6 BELLINGHAM WA         08/15",-3.35,DEBIT_CARD,258.14,,
CREDIT,08/15/2017,"VENMO            CASHOUT                    PPD ID: 5264681992",11.50,ACH_CREDIT,261.49,,
CREDIT,08/15/2017,"Online Transfer from SAV ...9660 transaction#: 6445232066",100.00,ACCT_XFER,249.99,,
DEBIT,08/14/2017,"SOC FOR NEUROSCIENCE 202-962-4000 DC         08/13",-60.00,DEBIT_CARD,149.99,,
DEBIT,08/14/2017,"CHEVRON/ANNETTE HOLDI MOUNT VERNON WA000792  08/13",-38.10,DEBIT_CARD,209.99,,
CREDIT,08/14/2017,"Online Transfer from SAV ...9660 transaction#: 6440936563",60.00,ACCT_XFER,248.09,,
DEBIT,08/11/2017,"PAYPAL           INST XFER  ESADINSKY       WEB ID: PAYPALSI77",-11.00,ACH_DEBIT,188.09,,
DEBIT,08/10/2017,"PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77",-4.99,ACH_DEBIT,199.09,,
DEBIT,08/09/2017,"WHOLEFDS BLW#106 1030 BELLINGHAM WA  651159  08/09",-10.29,DEBIT_CARD,204.08,,
DEBIT,08/09/2017,"CHEVRON 0374324 BELLINGHAM WA                08/08",-13.39,DEBIT_CARD,214.37,,
DEBIT,08/09/2017,"MEDITERRANEAN SPECIALTI BELLINGHAM WA        08/08",-8.29,DEBIT_CARD,227.76,,
CREDIT,08/09/2017,"Lyft.com         TRANSFER   Lyft 08-08 Wkly CCD ID: 1800948598",9.45,ACH_CREDIT,236.05,,
CREDIT,08/09/2017,"RAISER,LLC       EDI PAYMNT 320524293       CCD ID: 1800896455",22.01,ACH_CREDIT,226.60,,
DEBIT,08/08/2017,"SHELL Service Station TUKWILA WA     084094  08/08",-20.37,DEBIT_CARD,204.59,,
DEBIT,08/08/2017,"THE WOODS COFFEE LAKEWA BELLINGHAM WA        08/07",-6.65,DEBIT_CARD,224.96,,
DEBIT,08/07/2017,"TRANSFER TO SAV XXXXX9660 08/07",-25.00,ACCT_XFER,231.61,,
DEBIT,08/07/2017,"BELLINGHAM GROC BELLINGHAM WA                08/06",-2.29,DEBIT_CARD,256.61,,
DEBIT,08/07/2017,"CASA QUE PASA BELLINGHAM WA                  08/05",-11.49,DEBIT_CARD,258.90,,
DEBIT,08/07/2017,"COMMUNITY FOOD CO-OP - BELLINGHAM WA 377128  08/05",-5.16,DEBIT_CARD,270.39,,
DEBIT,08/07/2017,"SHELL Service Station TUKWILA WA     040227  08/05",-39.30,DEBIT_CARD,275.55,,
DEBIT,08/07/2017,"SHELL Service Station TUKWILA WA     031011  08/05",-5.86,DEBIT_CARD,314.85,,
DEBIT,08/03/2017,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-4.25,ACH_DEBIT,320.71,,
DEBIT,08/03/2017,"THE WOODS COFFEE RAILRO BELLINGHAM WA        08/02",-3.71,DEBIT_CARD,324.96,,
DEBIT,08/03/2017,"HANA TERIYAKI BELLINGHAM WA                  08/02",-11.82,DEBIT_CARD,328.67,,
DEBIT,08/02/2017,"PAYPAL           INST XFER  PATREON         WEB ID: PAYPALSI77",-2.00,ACH_DEBIT,340.49,,
DEBIT,08/02/2017,"350.ORG 646-801-0759 NY                      08/01",-10.00,DEBIT_CARD,342.49,,
CREDIT,08/02/2017,"RAISER,LLC       EDI PAYMNT 314040981       CCD ID: 1800896455",13.11,ACH_CREDIT,352.49,,
CREDIT,08/02/2017,"Lyft.com         TRANSFER   Lyft 08-01 Wkly CCD ID: 1800948598",35.36,ACH_CREDIT,339.38,,
DEBIT,08/01/2017,"Online Transfer to  SAV ...9660 transaction#: 6332885536",-50.00,ACCT_XFER,304.02,,
DEBIT,08/01/2017,"WWU EMARKETS 360-650-3720 WA                 07/31",-36.00,DEBIT_CARD,354.02,,
DEBIT,08/01/2017,"CAPITOL CIDER SEATTLE WA                     07/30",-21.18,DEBIT_CARD,390.02,,
DEBIT,07/31/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         07/31",-7.29,DEBIT_CARD,411.20,,
DEBIT,07/31/2017,"BARNESNOBLE 4099 Merid BELLINGHAM WA 529948  07/31",-5.27,DEBIT_CARD,418.49,,
DEBIT,07/31/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         07/30",-38.49,DEBIT_CARD,423.76,,
DEBIT,07/31/2017,"PAYMENTS.IMPARK.COM 877-909-6199 BC          07/31",-48.00,DEBIT_CARD,462.25,,
DEBIT,07/31/2017,"SHELL Service Station SEATTLE WA     007425  07/30",-42.63,DEBIT_CARD,510.25,,
DEBIT,07/31/2017,"801 UNIVERSITY KID SEATTLE WA                07/30",-10.33,DEBIT_CARD,552.88,,
DEBIT,07/31/2017,"The Crescent Lounge Seattle WA               07/30",-14.95,DEBIT_CARD,563.21,,
DEBIT,07/31/2017,"SQ *MONSTER DOGS Seattle WA                  07/30",-14.40,DEBIT_CARD,578.16,,
DEBIT,07/31/2017,"SQ *UPTOWN ESPRESSO INC Seattle WA           07/29",-5.25,DEBIT_CARD,592.56,,
DEBIT,07/31/2017,"SQ *VASSILI PROD. LLC Seattle WA             07/29",-7.50,DEBIT_CARD,597.81,,
DEBIT,07/31/2017,"TACO TIME SAMISH BELLINGHAM WA               07/28",-11.94,DEBIT_CARD,605.31,,
DEBIT,07/31/2017,"MUTO RAMEN S IZAKAYA BE BELLINGHAM WA        07/27",-15.51,DEBIT_CARD,617.25,,
CREDIT,07/31/2017,"Online Transfer from SAV ...9660 transaction#: 6404750461",100.00,ACCT_XFER,632.76,,
DEBIT,07/27/2017,"WWU EMARKETS 360-650-3720 WA                 07/26",-36.00,DEBIT_CARD,532.76,,
DEBIT,07/27/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/26",-1.75,DEBIT_CARD,568.76,,
DEBIT,07/27/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/26",-1.25,DEBIT_CARD,570.51,,
DEBIT,07/26/2017,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-625.00,ACH_DEBIT,571.76,,
DEBIT,07/26/2017,"WALLY S BARBERSHOP BELLINGHAM WA             07/25",-23.00,DEBIT_CARD,1196.76,,
DEBIT,07/26/2017,"CITY OF BELLINGHAM PARK BELLINGHAM WA        07/25",-0.59,DEBIT_CARD,1219.76,,
DEBIT,07/26/2017,"SWEET ALCHEMY ICE CREAM SEATTLE WA           07/24",-9.88,DEBIT_CARD,1220.35,,
CREDIT,07/26/2017,"RAISER,LLC       EDI PAYMNT 307979333       CCD ID: 1800896455",32.46,ACH_CREDIT,1230.23,,
DEBIT,07/25/2017,"HAGGEN #3439 BELLINGHAM WA           895419  07/25",-8.68,DEBIT_CARD,1197.77,,
CREDIT,07/25/2017,"KEY CR. TRANSFER ONLINE-BK  017205722656729 WEB ID: 9000000008",1150.00,ACH_CREDIT,1206.45,,
DEBIT,07/24/2017,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-4.25,ACH_DEBIT,56.45,,
DEBIT,07/24/2017,"ATM WITHDRAWAL                       000724  07/234501 UNIV",-20.00,ATM,60.70,,
DEBIT,07/24/2017,"SQ *SEATTLE FUSION SEATTLE WA                07/23",-8.25,DEBIT_CARD,80.70,,
DEBIT,07/24/2017,"SHELL Service Station LYNNWOOD WA    006348  07/22",-46.38,DEBIT_CARD,88.95,,
DEBIT,07/24/2017,"TACO TIME SAMISH BELLINGHAM WA               07/22",-10.84,DEBIT_CARD,135.33,,
DEBIT,07/24/2017,"Lyft 07-24 Exp VISA DIRECT CA        532015  07/24",9.38,DEBIT_CARD,146.17,,
DEBIT,07/24/2017,"Lyft 07-24 Exp VISA DIRECT CA        599730  07/24",9.49,DEBIT_CARD,136.79,,
DEBIT,07/21/2017,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,127.30,,
DEBIT,07/21/2017,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-4.25,ACH_DEBIT,129.80,,
DEBIT,07/21/2017,"NON-CHASE ATM WITHDRAW               079075  07/201100 N. S",-12.00,ATM,134.05,,
DEBIT,07/21/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/21",-1.25,DEBIT_CARD,146.05,,
DEBIT,07/21/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/21",-1.25,DEBIT_CARD,147.30,,
DEBIT,07/21/2017,"ARAMARK STARBUCKS BELLINGHAM WA              07/19",-4.95,DEBIT_CARD,148.55,,
DEBIT,07/20/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/19",-1.75,DEBIT_CARD,153.50,,
DEBIT,07/20/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/19",-1.25,DEBIT_CARD,155.25,,
DEBIT,07/20/2017,"FEDEX 900191854504 MEMPHIS TN                07/19",-3.25,DEBIT_CARD,156.50,,
DEBIT,07/19/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        07/17",-3.10,DEBIT_CARD,159.75,,
DEBIT,07/19/2017,"HOTEL HOTEL PIZZA BAR SEATTLE WA             07/14",-10.51,DEBIT_CARD,162.85,,
CREDIT,07/19/2017,"RAISER,LLC       EDI PAYMNT 301684033       CCD ID: 1800896455",42.93,ACH_CREDIT,173.36,,
DEBIT,07/18/2017,"PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77",-4.99,ACH_DEBIT,130.43,,
DEBIT,07/18/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         07/18",-16.29,DEBIT_CARD,135.42,,
DEBIT,07/17/2017,"SHELL Service Station BELLINGHAM WA  009658  07/17",-38.14,DEBIT_CARD,151.71,,
DEBIT,07/17/2017,"HAGGEN #3449 BELLINGHAM WA           717841  07/16",-5.98,DEBIT_CARD,189.85,,
DEBIT,07/17/2017,"SQ *VASSILI PROD. LLC Seattle WA             07/15",-17.50,DEBIT_CARD,195.83,,
DEBIT,07/17/2017,"STARBUCKS STORE 09679 BELLINGHAM WA          07/14",-7.61,DEBIT_CARD,213.33,,
DEBIT,07/17/2017,"CITY OF BELLINGHAM PARK BELLINGHAM WA        07/14",-1.00,DEBIT_CARD,220.94,,
DEBIT,07/17/2017,"LAFEEN`S FAMILY PRIDE D BELLINGHAM WA        07/13",-3.00,DEBIT_CARD,221.94,,
DEBIT,07/17/2017,"ARAMARK STARBUCKS BELLINGHAM WA              07/13",-2.93,DEBIT_CARD,224.94,,
DEBIT,07/14/2017,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-4.25,ACH_DEBIT,227.87,,
DEBIT,07/14/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         07/13",-52.11,DEBIT_CARD,232.12,,
DEBIT,07/14/2017,"APL* ITUNES.COM/BILL 866-712-7753 CA         07/14",-4.33,DEBIT_CARD,284.23,,
DEBIT,07/14/2017,"BOOMERS DRIVE IN BELLINGHAM WA               07/13",-5.53,DEBIT_CARD,288.56,,
DEBIT,07/13/2017,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-4.25,ACH_DEBIT,294.09,,
DEBIT,07/13/2017,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-4.25,ACH_DEBIT,298.34,,
DEBIT,07/13/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/13",-1.75,DEBIT_CARD,302.59,,
DEBIT,07/13/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/13",-1.25,DEBIT_CARD,304.34,,
DEBIT,07/13/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/12",-1.25,DEBIT_CARD,305.59,,
DEBIT,07/13/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/12",-1.25,DEBIT_CARD,306.84,,
DEBIT,07/12/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/12",-1.25,DEBIT_CARD,308.09,,
DEBIT,07/12/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/12",-1.25,DEBIT_CARD,309.34,,
DEBIT,07/12/2017,"ARAMARK STARBUCKS BELLINGHAM WA              07/10",-3.53,DEBIT_CARD,310.59,,
CREDIT,07/12/2017,"Lyft.com         TRANSFER   Lyft 07-11 Wkly CCD ID: WFMSTRIPE1",29.79,ACH_CREDIT,314.12,,
DEBIT,07/11/2017,"UBER   *US JUL11 WIVJ 800-592-8996 CA        07/11",-7.84,DEBIT_CARD,284.33,,
DEBIT,07/11/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/11",-1.75,DEBIT_CARD,292.17,,
DEBIT,07/11/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/11",-1.25,DEBIT_CARD,293.92,,
DEBIT,07/11/2017,"PEL MENI BELLINGHAM WA                       07/10",-8.00,DEBIT_CARD,295.17,,
DEBIT,07/10/2017,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-4.25,ACH_DEBIT,303.17,,
DEBIT,07/10/2017,"PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77",-4.99,ACH_DEBIT,307.42,,
DEBIT,07/10/2017,"PAYPAL           INST XFER  FANDANGOMED     WEB ID: PAYPALSI77",-14.14,ACH_DEBIT,312.41,,
DEBIT,07/10/2017,"CASA QUE PASA BELLINGHAM WA                  07/08",-13.12,DEBIT_CARD,326.55,,
DEBIT,07/10/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/08",-1.75,DEBIT_CARD,339.67,,
DEBIT,07/10/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/08",-1.25,DEBIT_CARD,341.42,,
DEBIT,07/10/2017,"ARAMARK STARBUCKS BELLINGHAM WA              07/06",-3.64,DEBIT_CARD,342.67,,
DEBIT,07/07/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/07",-1.75,DEBIT_CARD,346.31,,
DEBIT,07/07/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/07",-1.25,DEBIT_CARD,348.06,,
DEBIT,07/07/2017,"ARAMARK STARBUCKS BELLINGHAM WA              07/05",-3.26,DEBIT_CARD,349.31,,
DEBIT,07/06/2017,"TRANSFER TO SAV XXXXX9660 07/06",-25.00,ACCT_XFER,352.57,,
DEBIT,07/05/2017,"GROCERY OUTLET BELLINGHAM WA                 07/04",-6.51,DEBIT_CARD,377.57,,
DEBIT,07/05/2017,"APL* ITUNES.COM/BILL 866-712-7753 CA         07/04",-3.25,DEBIT_CARD,384.08,,
DEBIT,07/05/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/04",-1.75,DEBIT_CARD,387.33,,
DEBIT,07/05/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/04",-1.25,DEBIT_CARD,389.08,,
DEBIT,07/05/2017,"ARAMARK VIKING UNION CA BELLINGHAM WA        07/03",-5.48,DEBIT_CARD,390.33,,
CREDIT,07/05/2017,"VENMO            CASHOUT                    PPD ID: 5264681992",15.75,ACH_CREDIT,395.81,,
CREDIT,07/05/2017,"RAISER,LLC       EDI PAYMNT 288413491       CCD ID: 1800896455",45.32,ACH_CREDIT,380.06,,
DEBIT,07/05/2017,"Lyft 07-04 Exp VISA DIRECT CA        576482  07/03",59.38,DEBIT_CARD,334.74,,
DEBIT,07/03/2017,"PAYPAL           INST XFER  PATREON         WEB ID: PAYPALSI77",-2.00,ACH_DEBIT,275.36,,
DEBIT,07/03/2017,"350.ORG 646-801-0759 NY                      07/01",-10.00,DEBIT_CARD,277.36,,
DEBIT,07/03/2017,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-16.68,ACH_DEBIT,287.36,,
DEBIT,07/03/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         07/03",-31.62,DEBIT_CARD,304.04,,
DEBIT,07/03/2017,"MAPLE FUEL WASH A TON MAPLE FALLS WA         07/01",-5.69,DEBIT_CARD,335.66,,
DEBIT,07/03/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         06/30 Purchase $12.49 Cash Back $20.00",-32.49,DEBIT_CARD,341.35,,
DEBIT,07/03/2017,"USCONNECT ADVGV VEND N FERNDALE WA           07/01",-1.25,DEBIT_CARD,373.84,,
DEBIT,07/03/2017,"CASA QUE PASA BELLINGHAM WA                  06/30",-9.99,DEBIT_CARD,375.09,,
DEBIT,07/03/2017,"APL* ITUNES.COM/BILL 866-712-7753 CA         06/30",-16.29,DEBIT_CARD,385.08,,
DEBIT,07/03/2017,"ARAMARK STARBUCKS BELLINGHAM WA              06/29",-3.64,DEBIT_CARD,401.37,,
DEBIT,06/30/2017,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-4.25,ACH_DEBIT,405.01,,
DEBIT,06/30/2017,"Online Transfer to  SAV ...9660 transaction#: 6263175689",-50.00,ACCT_XFER,409.26,,
DEBIT,06/30/2017,"USCONNECT ADVGV VEND N FERNDALE WA           06/29",-1.75,DEBIT_CARD,459.26,,
DEBIT,06/29/2017,"ARAMARK STARBUCKS BELLINGHAM WA              06/27",-6.25,DEBIT_CARD,461.01,,
DEBIT,06/28/2017,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-4.25,ACH_DEBIT,467.26,,
DEBIT,06/28/2017,"PAYPAL           INST XFER  PARKMOBILE      WEB ID: PAYPALSI77",-4.25,ACH_DEBIT,471.51,,
DEBIT,06/28/2017,"SHELL Service Station BELLINGHAM WA  005094  06/28",-36.73,DEBIT_CARD,475.76,,
DEBIT,06/28/2017,"COMMUNITY FOOD CO-OP - BELLINGHAM WA 588971  06/28",-3.87,DEBIT_CARD,512.49,,
DEBIT,06/28/2017,"USCONNECT ADVGV VEND N FERNDALE WA           06/28",-1.25,DEBIT_CARD,516.36,,
DEBIT,06/28/2017,"USCONNECT ADVGV VEND N FERNDALE WA           06/28",-1.75,DEBIT_CARD,517.61,,
DEBIT,06/28/2017,"MCDONALD'S F25879 BELLINGHAM WA              06/26",-4.65,DEBIT_CARD,519.36,,
CREDIT,06/28/2017,"RAISER,LLC       EDI PAYMNT 285162111       CCD ID: 1800896455",69.18,ACH_CREDIT,524.01,,
DEBIT,06/27/2017,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,454.83,,
DEBIT,06/27/2017,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-625.00,ACH_DEBIT,457.33,,
DEBIT,06/27/2017,"NON-CHASE ATM WITHDRAW               685155  06/26304 N 36T",-22.95,ATM,1082.33,,
DEBIT,06/27/2017,"FIAMMA BURGER BELLINGHAM WA                  06/26",-4.80,DEBIT_CARD,1105.28,,
DEBIT,06/27/2017,"USCONNECT ADVGV VEND N FERNDALE WA           06/26",-1.25,DEBIT_CARD,1110.08,,
DEBIT,06/27/2017,"USCONNECT ADVGV VEND N FERNDALE WA           06/26",-1.25,DEBIT_CARD,1111.33,,
DEBIT,06/27/2017,"MINERS LANDING SEATTLE SEATTLE WA            06/25",-10.58,DEBIT_CARD,1112.58,,
CREDIT,06/27/2017,"KEY CR. TRANSFER ONLINE-BK  017177749379297 WEB ID: 9000000008",150.00,ACH_CREDIT,1123.16,,
DEBIT,06/26/2017,"WA DEPT REVENUE  BLS PYMT   367884          WEB ID: 9916001118",-64.00,ACH_DEBIT,973.16,,
